Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,103034,,,23
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",F,146760.2,,,M3
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,103034,,,23
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,75619.95,,,22
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",F,113091,,,N25
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",M,98349,,2928.48,22
DEP,Department of Environmental Protection,"DEP 80 Planning, Outreach and Monitoring",F,82920.35,,,23
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,F,131752.63,,,M3
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,M,113091,,3370.56,25
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,M,121684,,,N28
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,M,91684,,,25
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,F,72684,,,23
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,F,109330.5,,,N25
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,F,95527.02,,,25
DEP,Department of Environmental Protection,DEP 80 Office of Energy and Climate,F,76000,,,23
DEP,Department of Environmental Protection,DEP 80 Materials Management,F,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Materials Management,M,124198,,3704.32,27
DEP,Department of Environmental Protection,DEP 80 Materials Management,M,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Materials Management,M,124198,,3704.32,27
DEP,Department of Environmental Protection,DEP 80 Materials Management,M,138360.22,,,M3
DEP,Department of Environmental Protection,DEP 80 Low-Impact Development,M,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Low-Impact Development,F,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Low-Impact Development,M,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Low-Impact Development,F,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Low-Impact Development,M,62181.13,221.79,,16
DEP,Department of Environmental Protection,DEP 80 Intergovernmental Affairs,M,113091,,6840.96,25
DEP,Department of Environmental Protection,DEP 80 Intergovernmental Affairs,M,124198,,7517.92,27
DEP,Department of Environmental Protection,DEP 80 Intergovernmental Affairs,M,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Intergovernmental Affairs,M,171540,,,M2
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,118509,,2355.84,N26
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,103244.77,,,24
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,F,85776.2,,,24
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,106250,1417.57,245.28,24
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,66684,,,20
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,F,68184,311.76,,24
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,F,82692.51,1180.78,,24
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,F,107934,,,24
DEP,Department of Environmental Protection,"DEP 80 Energy, Climate and Compliance Division",M,171540,,,M2
DEP,Department of Environmental Protection,DEP 80 Director,F,81770,,,N18
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,124198,,,27
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,122514,,905.22,27
DEP,Department of Environmental Protection,DEP 80 Design and Construction,F,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,103034,4652.82,,23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,98349,,5943.36,22
DEP,Department of Environmental Protection,DEP 80 Design and Construction,F,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,136449.4,,,M3
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,124198,,3704.32,27
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,103034,,6228.32,23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,146923,,,M3
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,93857.94,,,23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,84920.88,2839.93,,23
DEP,Department of Environmental Protection,DEP 80 Design and Construction,F,113091,,,25
DEP,Department of Environmental Protection,DEP 80 Communications and Public Engagement,F,103034,,,23
DEP,Department of Environmental Protection,DEP 80 Communications and Public Engagement,F,148607,,,M3
DEP,Department of Environmental Protection,DEP 80 Communications and Public Engagement,F,118509,,,26
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,113091,,,N25
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,103034,,,N23
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,78482.93,,,N21
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,113091,652.46,,N25
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,189843.68,,,M1
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,148607,,,M3
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,103034,,3068.96,23
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,74614,1704.82,4497.76,16
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,118509,,,N26
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,103034,,2045.92,N23
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,103034,,2045.92,N23
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,93895,,1862.88,N21
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,111407,,,N25
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,113091,3979.67,,N25
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,90901,,,25
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,94285.14,,,N22
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,M,72901.72,,,18
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,M,70514.55,383.36,,18
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,F,75911.86,,,N21
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,M,128341.67,,,M3
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,M,57781.49,,,14
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,F,103034,,,N23
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,M,100112.36,,,N26
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,F,66798.32,1710.28,,16
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,M,130167,,2588.8,N28
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,F,59184,896.33,,16
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,M,93468.17,3386.61,,21
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,M,108583.23,,,N25
CUS,Community Use of Public Facilities,CUS 70 Finance and Administrative Support Team,M,81770,,,18
CUS,Community Use of Public Facilities,CUS 70 Director,F,191726,,,M1
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,72217.3,52.08,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,75184,,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,66010,,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,M,138611.75,,,M3
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,93895,393.17,5672,21
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,81770,6399.2,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,81770,2172.77,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80086,,,18
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,90660,2480.6,,21
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,81770,5519.67,2431.36,18
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,113091,457.54,2247.68,N25
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,107934,,6400.64,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,107934,236.77,3215.52,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,107934,,6526.88,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,107934,,6526.88,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,92373.25,,,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,73355.05,5898.6,,20
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,80541.73,,,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,107934,,3215.52,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,88534,23906.43,3072.32,C5
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,102439.25,,,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,107934,,3215.52,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,F,92371.03,,,24
COR,Correction and Rehabilitation,COR 42 PTS Supervision,M,95882.8,,,24
COR,Correction and Rehabilitation,COR 42 PTS Pre-Trial Services,F,68130,148.07,2021.6,14
COR,Correction and Rehabilitation,COR 42 PTS Pre-Trial Services,M,171535.07,,,M2
COR,Correction and Rehabilitation,COR 42 PTS Intervention Program for Substance Abusers,F,68130,1184.55,2021.6,14
COR,Correction and Rehabilitation,COR 42 PTS Intervention Program for Substance Abusers,F,81432.3,,,22
COR,Correction and Rehabilitation,COR 42 PTS Intervention Program for Substance Abusers,F,40945,,,13
COR,Correction and Rehabilitation,COR 42 PTS Intervention Program for Substance Abusers,F,81830.73,,,22
COR,Correction and Rehabilitation,COR 42 PTS Diversion Services,M,140276.75,,,M3
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,81289,29.32,,22
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,98349,592.55,1475.76,22
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,118509,,2355.84,N26
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,98349,35.47,,22
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,76446.48,135.72,,22
COR,Correction and Rehabilitation,COR 42 PTS Alternative Community Services,M,90912.63,,,22
COR,Correction and Rehabilitation,COR 42 PTS Alternative Community Services,F,98349,,,22
COR,Correction and Rehabilitation,COR 42 PTS Alternative Community Services,F,45272.76,16.33,,13
COR,Correction and Rehabilitation,COR 42 PTS Alternative Community Services,M,98349,,2928.48,22
COR,Correction and Rehabilitation,COR 42 PRRS Reentry Services and Programs,F,96751.67,,,24
COR,Correction and Rehabilitation,COR 42 PRRS Reentry Services and Programs,F,80482.78,,,24
COR,Correction and Rehabilitation,COR 42 PRRS Reentry Services and Programs,M,107934,,3215.52,24
COR,Correction and Rehabilitation,COR 42 PRRS Reentry Services and Programs,M,72814.34,,,24
COR,Correction and Rehabilitation,COR 42 PRRS Reentry Services and Programs,F,77817.62,,,24
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,109745.82,2928.48,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,77089.96,20939.29,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,21819.22,3279.12,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,66576.96,2928.48,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,89653,16666.59,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,24352.54,2705.28,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,15787.5,4097.28,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,87903.51,58834.28,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,77361.09,18779.4,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,72029.01,17664.27,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,73412.64,14177.36,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,85641.07,58308.61,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,31669,2928.48,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,89653,15023.41,1550.8,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,63046.11,20008.08,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,53768.05,2592.27,,18
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,62987.16,27886.28,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,68588.76,28130.39,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,60914.11,8438.44,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,58911.29,2876.21,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,98349,24956.64,2928.48,22
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,M,131052.33,,,M3
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,70786.06,20655.77,,20
COR,Correction and Rehabilitation,COR 42 PRRS Facility and Security,F,70930.95,18466.95,,20
COR,Correction and Rehabilitation,COR 42 PRRS Assessment and Quality Services,F,107934,2555.55,3215.52,24
COR,Correction and Rehabilitation,COR 42 PRRS Assessment and Quality Services,M,118509,,2355.84,N26
COR,Correction and Rehabilitation,COR 42 PRRS Assessment and Quality Services,F,51473.32,251.09,,13
COR,Correction and Rehabilitation,COR 42 MSD Training and Staff Development,M,89858.69,697.7,,N25
COR,Correction and Rehabilitation,COR 42 MSD Training and Staff Development,M,77368,7680.85,,C5
COR,Correction and Rehabilitation,COR 42 MSD Procurement and Contracts,F,99267.55,,,N23
